speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2
blaziken_shadow,Blaziken (Shadow),83.3,143.9,90.8,119,1556,EMBER,AURA_SPHERE,BLAST_BURN
electrode_hisuian,Electrode (Hisuian),83.3,123.2,128.7,115,1825,THUNDER_SHOCK,WILD_CHARGE,SWIFT
lucario,Lucario,83.3,145.7,93.7,113,1544,FORCE_PALM,AURA_SPHERE,SHADOW_BALL
cresselia_shadow,Cresselia (Shadow),83.2,92,158.9,160,2340,PSYCHO_CUT,GRASS_KNOT,MOONBLAST
tentacruel_shadow,Tentacruel (Shadow),83.2,108.9,143.5,131,2047,ACID,SCALD,PAYBACK
barbaracle,Barbaracle,83.1,120.9,133,115,1851,FURY_CUTTER,CROSS_CHOP,STONE_EDGE
bellossom_shadow,Bellossom (Shadow),83.1,115,132.2,128,1948,ACID,LEAF_BLADE,DAZZLING_GLEAM
rufflet,Rufflet,83.1,126.7,92.1,152,1775,PECK,BRAVE_BIRD,FLY
wailmer_shadow,Wailmer (Shadow),83.1,116.5,68.2,242,1927,ROLLOUT,SCALD,BODY_SLAM
articuno,Articuno,83,112.6,139.6,126,1981,POWDER_SNOW,ICY_WIND,HURRICANE
hypno_shadow,Hypno (Shadow),83,103.4,142.9,147,2174,CONFUSION,THUNDER_PUNCH,ICE_PUNCH
marshtomp_shadow,Marshtomp (Shadow),83,120.4,111.4,139,1865,MUD_SHOT,SURF,SLUDGE
mightyena,Mightyena,83,125.8,105.7,133,1771,SUCKER_PUNCH,CRUNCH,POISON_FANG
raikou_shadow,Raikou (Shadow),83,133.5,109.9,113,1659,THUNDER_SHOCK,WILD_CHARGE,AURA_SPHERE
scizor,Scizor,83,137.8,112,105,1622,BULLET_PUNCH,NIGHT_SLASH,TRAILBLAZE
hippopotas,Hippopotas,82.9,115.1,111.7,152,1956,SAND_ATTACK,ROCK_TOMB,BODY_SLAM
hippopotas_shadow,Hippopotas (Shadow),82.9,115.1,111.7,152,1956,SAND_ATTACK,ROCK_TOMB,BODY_SLAM
oinkologne_female,Oinkologne (Female),82.9,109.6,111.5,167,2042,TACKLE,BODY_SLAM,TRAILBLAZE
pidgeot,Pidgeot,82.9,116.9,115.5,142,1918,WING_ATTACK,AIR_CUTTER,BRAVE_BIRD
piloswine,Piloswine,82.9,121,99.4,154,1855,POWDER_SNOW,ICICLE_SPEAR,STONE_EDGE
slowbro,Slowbro,82.9,113.4,120.9,144,1975,CONFUSION,DRAIN_PUNCH,ICE_BEAM
throh,Throh,82.9,110.2,107.7,171,2032,LOW_KICK,BRICK_BREAK,BODY_SLAM
urshifu_single_strike,Urshifu (Single Strike),82.9,136.5,97.7,121,1616,SUCKER_PUNCH,BRICK_BREAK,DYNAMIC_PUNCH
froslass,Froslass,82.8,122.5,114.8,130,1831,POWDER_SNOW,AVALANCHE,SHADOW_BALL
gliscor_shadow,Gliscor (Shadow),82.8,115.6,144.4,116,1939,WING_ATTACK,SAND_TOMB,ACROBATICS
trevenant_shadow,Trevenant (Shadow),82.8,127.8,104.6,131,1752,SHADOW_CLAW,SHADOW_BALL,SEED_BOMB
zapdos,Zapdos,82.8,135.6,104.6,115,1633,THUNDER_SHOCK,DRILL_PECK,HEAT_WAVE
sandshrew_alolan,Sandshrew (Alolan),82.7,117.6,121,127,1808,POWDER_SNOW,NIGHT_SLASH,GYRO_BALL
sandshrew_alolan_shadow,Sandshrew (Alolan) (Shadow),82.7,117.6,121,127,1808,POWDER_SNOW,NIGHT_SLASH,GYRO_BALL
whiscash_shadow,Whiscash (Shadow),82.7,107.5,108.2,178,2074,MUD_SHOT,MUD_BOMB,SCALD
drifblim,Drifblim,82.6,119.1,75.7,209,1887,HEX,ICY_WIND,SHADOW_BALL
scrafty,Scrafty,82.6,110.4,156.7,117,2025,COUNTER,FOUL_PLAY,UPPER_HAND
slowking_galarian,Slowking (Galarian),82.6,117.3,117.9,138,1910,ACID,PSYSHOCK,SHADOW_BALL
pawmot,Pawmot,82.5,145,95.4,112,1552,THUNDER_SHOCK,BRICK_BREAK,WILD_CHARGE
skuntank,Skuntank,82.5,121.7,95.1,158,1831,POISON_JAB,CRUNCH,TRAILBLAZE
mantine,Mantine,82.4,105.5,166.5,121,2127,WING_ATTACK,AERIAL_ACE,ICE_BEAM
castform_snowy,Castform (Snowy),82.3,112.6,121.2,146,1994,POWDER_SNOW,WEATHER_BALL_ICE,BLIZZARD
golbat,Golbat,82.3,117.6,116.2,139,1901,WING_ATTACK,POISON_FANG,SHADOW_BALL
munchlax,Munchlax,82.3,103.1,96.5,218,2172,TACKLE,BODY_SLAM,BULLDOZE
aromatisse,Aromatisse,82.2,115.8,107.3,156,1939,CHARM,PSYSHOCK,MOONBLAST
golurk_shadow,Golurk (Shadow),82.2,133.3,98.5,128,1681,MUD_SLAP,SHADOW_PUNCH,DYNAMIC_PUNCH
ursaring_shadow,Ursaring (Shadow),82.2,139.6,91.3,126,1607,SHADOW_CLAW,CLOSE_COMBAT,SWIFT
decidueye_hisuian,Decidueye (Hisuian),82.1,126.9,109.4,127,1765,PSYCHO_CUT,TRAILBLAZE,AURA_SPHERE
regirock,Regirock,82.1,104.5,179.9,114,2144,LOCK_ON,STONE_EDGE,FOCUS_BLAST
wailord,Wailord,82.1,118.3,67.4,237,1892,ROLLOUT,SURF,RETURN
zapdos_shadow,Zapdos (Shadow),82.1,138.1,103.4,112,1601,THUNDER_SHOCK,DRILL_PECK,HEAT_WAVE
bastiodon_shadow,Bastiodon (Shadow),82,80.6,247.6,139,2776,SMACK_DOWN,STONE_EDGE,FLAMETHROWER
coalossal,Coalossal,82,98.1,139.3,167,2285,FIRE_SPIN,ROCK_SLIDE,FLAME_CHARGE
electrode,Electrode,82,122.8,126.3,118,1832,VOLT_SWITCH,DISCHARGE,FOUL_PLAY
palkia_shadow,Palkia (Shadow),82,140.3,109.9,100,1544,DRAGON_BREATH,AQUA_TAIL,DRACO_METEOR
palossand,Palossand,82,116.5,123,134,1922,ASTONISH,SHADOW_BALL,SAND_TOMB
amaura,Amaura,81.9,114.2,104.1,165,1965,POWDER_SNOW,WEATHER_BALL_ICE,THUNDERBOLT
magnezone,Magnezone,81.9,134.3,121.1,102,1661,VOLT_SWITCH,WILD_CHARGE,MIRROR_SHOT
throh_shadow,Throh (Shadow),81.9,110.2,107.7,171,2032,LOW_KICK,BRICK_BREAK,BODY_SLAM
trevenant,Trevenant,81.9,127.8,104.6,131,1752,SHADOW_CLAW,SEED_BOMB,SHADOW_BALL
flygon,Flygon,81.8,127.9,109.5,125,1752,DRAGON_TAIL,SAND_TOMB,TWISTER
lurantis,Lurantis,81.7,126.2,117.8,119,1770,LEAFAGE,LEAF_BLADE,SUPER_POWER
magcargo,Magcargo,81.7,110.9,156.3,117,2029,EMBER,ROCK_TOMB,OVERHEAT
mew,Mew,81.7,120.4,119.3,129,1855,SHADOW_CLAW,WILD_CHARGE,PSYSHOCK
trumbeak,Trumbeak,81.7,134,93.2,134,1676,PECK,DRILL_PECK,ROCK_BLAST
venusaur_shadow,Venusaur (Shadow),81.7,122.1,122.1,123,1836,VINE_WHIP,FRENZY_PLANT,SLUDGE
fletchinder_shadow,Fletchinder (Shadow),81.6,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE
hawlucha,Hawlucha,81.6,127.4,107.6,128,1756,LOW_KICK,FLYING_PRESS,AERIAL_ACE
toxicroak,Toxicroak,81.6,136.2,93.7,129,1648,POISON_STING,DYNAMIC_PUNCH,SHADOW_BALL
farfetchd_galarian,Farfetch'd (Galarian),81.5,137.6,99.7,119,1634,FURY_CUTTER,LEAF_BLADE,BRICK_BREAK
jumpluff,Jumpluff,81.5,96.7,156.9,153,2323,FAIRY_WIND,AERIAL_ACE,ENERGY_BALL
nidoqueen,Nidoqueen,81.5,116.5,118.4,139,1920,MUD_SLAP,STONE_EDGE,POISON_FANG
snorlax,Snorlax,81.5,108.4,102.2,187,2073,LICK,BODY_SLAM,SUPER_POWER
whimsicott,Whimsicott,81.5,118.7,135,118,1892,FAIRY_WIND,SEED_BOMB,MOONBLAST
golbat_shadow,Golbat (Shadow),81.4,117.6,116.2,139,1901,WING_ATTACK,POISON_FANG,SHADOW_BALL
hariyama_shadow,Hariyama (Shadow),81.4,125.6,76,186,1778,FORCE_PALM,UPPER_HAND,HEAVY_SLAM
heracross,Heracross,81.4,134.6,108.4,114,1665,FURY_CUTTER,UPPER_HAND,ROCK_TOMB
typhlosion_shadow,Typhlosion (Shadow),81.4,132.7,108.8,117,1691,INCINERATE,BLAST_BURN,THUNDER_PUNCH
electivire_shadow,Electivire (Shadow),81.3,143.3,100.8,108,1562,THUNDER_SHOCK,ICE_PUNCH,WILD_CHARGE
glalie,Glalie,81.3,115.2,120.7,140,1948,ROLLOUT,AVALANCHE,SHADOW_BALL
lokix,Lokix,81.3,132.8,104,122,1687,SUCKER_PUNCH,X_SCISSOR,TRAILBLAZE
lairon,Lairon,81.2,113.8,147.1,118,1977,METAL_SOUND,ROCK_TOMB,BODY_SLAM
orbeetle,Orbeetle,81.2,107.9,168.6,114,2075,PSYCHO_CUT,PSYSHOCK,BUG_BUZZ
skeledirge,Skeledirge,81.2,121.2,109.7,139,1849,INCINERATE,TORCH_SONG,SHADOW_BALL
bombirdier,Bombirdier,81.1,127.8,117.1,117,1752,SUCKER_PUNCH,FLY,ROCK_TOMB
dragonite,Dragonite,81.1,135.8,107.3,113,1647,DRAGON_BREATH,THUNDER_PUNCH,SUPER_POWER
magnezone_shadow,Magnezone (Shadow),81.1,134.3,121.1,102,1661,VOLT_SWITCH,WILD_CHARGE,MIRROR_SHOT
quaquaval,Quaquaval,81.1,137.7,98.6,120,1630,WING_ATTACK,CLOSE_COMBAT,HYDRO_CANNON
spinda,Spinda,81.1,110,110,142,1721,SUCKER_PUNCH,ROCK_TOMB,ICY_WIND
armarouge,Armarouge,81,132.1,109.6,117,1695,INCINERATE,PSYSHOCK,HEAT_WAVE
claydol_shadow,Claydol (Shadow),81,103.5,172.6,121,2164,MUD_SLAP,ROCK_TOMB,SHADOW_BALL
pidgeot_shadow,Pidgeot (Shadow),81,116.9,115.5,142,1918,WING_ATTACK,BRAVE_BIRD,AIR_CUTTER
rapidash_galarian,Rapidash (Galarian),81,133.6,111.5,112,1670,FAIRY_WIND,BODY_SLAM,WILD_CHARGE
electrode_shadow,Electrode (Shadow),80.9,122.8,126.3,118,1832,VOLT_SWITCH,DISCHARGE,FOUL_PLAY
pawniard,Pawniard,80.9,131.9,107.7,119,1692,FURY_CUTTER,NIGHT_SLASH,X_SCISSOR
snorlax_shadow,Snorlax (Shadow),80.9,108.4,102.2,187,2073,LICK,BODY_SLAM,SUPER_POWER
flygon_shadow,Flygon (Shadow),80.8,127.9,109.5,125,1752,DRAGON_TAIL,SAND_TOMB,TWISTER
kartana,Kartana,80.8,169.1,99.3,79,1328,FURY_CUTTER,LEAF_BLADE,SACRED_SWORD
latios,Latios,80.8,139.3,112.9,102,1606,DRAGON_BREATH,AURA_SPHERE,LUSTER_PURGE
magneton,Magneton,80.8,143.4,114.6,95,1563,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE
raichu_alolan,Raichu (Alolan),80.8,135.4,109.9,111,1653,THUNDER_SHOCK,WILD_CHARGE,TRAILBLAZE
meganium,Meganium,80.7,110.8,139,131,2018,VINE_WHIP,FRENZY_PLANT,EARTHQUAKE
naclstack,Naclstack,80.7,100.8,147,142,2106,MUD_SHOT,ROCK_TOMB,ROCK_BLAST
nidorina,Nidorina,80.7,110.9,113.4,157,1975,POISON_STING,POISON_FANG,THUNDERBOLT
slowbro_shadow,Slowbro (Shadow),80.6,113.4,120.9,144,1975,CONFUSION,DRAIN_PUNCH,ICE_BEAM
fletchinder,Fletchinder,80.5,123.3,102.6,143,1811,PECK,FLY,HEAT_WAVE
froslass_shadow,Froslass (Shadow),80.5,122.5,114.8,130,1831,POWDER_SNOW,AVALANCHE,SHADOW_BALL
genesect,Genesect,80.5,141,111.6,100,1575,FURY_CUTTER,X_SCISSOR,TECHNO_BLAST_NORMAL
lileep,Lileep,80.5,100.8,138.6,151,2111,ACID,GRASS_KNOT,ANCIENT_POWER
salamence_shadow,Salamence (Shadow),80.5,143.4,93,117,1562,DRAGON_TAIL,FLY,BRUTAL_SWING
drifblim_shadow,Drifblim (Shadow),80.4,119.1,75.7,209,1887,ASTONISH,ICY_WIND,SHADOW_BALL
perrserker,Perrserker,80.4,128.7,113.3,119,1738,SHADOW_CLAW,CLOSE_COMBAT,TRAILBLAZE
poliwrath,Poliwrath,80.4,115.8,122,137,1936,COUNTER,SCALD,ICY_WIND
pumpkaboo_super,Pumpkaboo (Super),80.4,111.7,113.4,141,1788,ASTONISH,GRASS_KNOT,FOUL_PLAY
nidoqueen_shadow,Nidoqueen (Shadow),80.3,116.5,118.4,139,1920,MUD_SLAP,STONE_EDGE,POISON_FANG
quaxwell,Quaxwell,80.3,125.4,103.5,138,1792,WING_ATTACK,AQUA_JET,AERIAL_ACE
relicanth,Relicanth,80.3,105.1,133.6,152,2138,WATER_GUN,AQUA_TAIL,ANCIENT_POWER
sylveon,Sylveon,80.3,117.3,124.6,130,1902,CHARM,PSYSHOCK,MOONBLAST
tapu_fini,Tapu Fini,80.3,115.8,158.3,105,1926,WATER_GUN,SURF,NATURES_MADNESS
bruxish,Bruxish,80.2,136.4,102.5,117,1637,CONFUSION,AQUA_TAIL,PSYCHIC_FANGS
avalugg,Avalugg,80.1,111.7,141.3,127,2007,ICE_FANG,AVALANCHE,BODY_SLAM
girafarig_shadow,Girafarig (Shadow),80.1,130.3,101.5,130,1721,CONFUSION,PSYCHIC_FANGS,TRAILBLAZE
lairon_shadow,Lairon (Shadow),80.1,113.8,147.1,118,1977,METAL_SOUND,ROCK_TOMB,BODY_SLAM
thundurus_incarnate_shadow,Thundurus (Incarnate) (Shadow),80.1,148.1,95.5,107,1514,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK
ursaring,Ursaring,80.1,139.6,91.3,126,1607,SHADOW_CLAW,CLOSE_COMBAT,SWIFT
vikavolt_shadow,Vikavolt (Shadow),80.1,144.1,96.6,111,1547,VOLT_SWITCH,X_SCISSOR,DISCHARGE
golurk,Golurk,80,133.3,98.5,128,1681,MUD_SLAP,SHADOW_PUNCH,DYNAMIC_PUNCH
hariyama,Hariyama,80,125.6,76,186,1778,FORCE_PALM,UPPER_HAND,HEAVY_SLAM
lugia,Lugia,80,102.4,167.1,127,2174,DRAGON_TAIL,FLY,AEROBLAST
magnemite_shadow,Magnemite (Shadow),80,147.8,113.6,90,1512,VOLT_SWITCH,MAGNET_BOMB,DISCHARGE
mamoswine_shadow,Mamoswine (Shadow),80,136.2,87.3,138,1642,POWDER_SNOW,ICICLE_SPEAR,STONE_EDGE
maushold,Maushold,80,116.2,121.9,136,1928,MUD_SHOT,SWIFT,CRUNCH
serperior,Serperior,80,110.2,142.2,130,2038,VINE_WHIP,FRENZY_PLANT,AERIAL_ACE
toxicroak_shadow,Toxicroak (Shadow),80,136.2,93.7,129,1648,POISON_STING,DYNAMIC_PUNCH,SHADOW_BALL
garganacl,Garganacl,79.9,105.8,137.2,145,2107,MUD_SHOT,ROCK_TOMB,ROCK_BLAST
typhlosion,Typhlosion,79.9,132.7,108.8,117,1691,INCINERATE,BLAST_BURN,THUNDER_PUNCH
wartortle_shadow,Wartortle (Shadow),79.9,107.6,139,139,2080,WATER_GUN,AQUA_JET,ICE_BEAM
charizard_shadow,Charizard (Shadow),79.8,132.7,108.8,117,1691,EMBER,BLAST_BURN,AIR_CUTTER
donphan_shadow,Donphan (Shadow),79.8,125.2,113.1,126,1786,MUD_SLAP,BODY_SLAM,TRAILBLAZE
garchomp,Garchomp,79.8,132.4,101.4,126,1694,DRAGON_TAIL,TWISTER,SAND_TOMB
gurdurr_shadow,Gurdurr (Shadow),79.8,125.3,100.1,143,1795,LOW_KICK,BRICK_BREAK,STONE_EDGE
starmie,Starmie,79.8,133.1,122,104,1690,PSYWAVE,SURF,POWER_GEM
togedemaru,Togedemaru,79.8,132.2,107.2,120,1702,THUNDER_SHOCK,FELL_STINGER,WILD_CHARGE
sceptile_shadow,Sceptile (Shadow),79.7,135.6,109.3,111,1646,FURY_CUTTER,LEAF_BLADE,BREAKING_SWIPE
aron,Aron,79.6,114.2,131,127,1903,METAL_SOUND,ROCK_TOMB,BODY_SLAM
marshtomp,Marshtomp,79.6,119.8,111.5,140,1871,MUD_SHOT,SURF,MUD_BOMB
ferrothorn,Ferrothorn,79.5,107.1,152.7,128,2094,BULLET_SEED,POWER_WHIP,THUNDER
nidorina_shadow,Nidorina (Shadow),79.5,110.9,113.4,157,1975,POISON_STING,POISON_FANG,DIG
sandslash_shadow,Sandslash (Shadow),79.5,120.4,123,125,1853,SAND_ATTACK,NIGHT_SLASH,ROCK_TOMB
tyranitar,Tyranitar,79.5,129.7,111.4,120,1734,DRAGON_BREATH,BRUTAL_SWING,STONE_EDGE
chesnaught,Chesnaught,79.4,119.3,126.9,124,1879,LOW_KICK,FRENZY_PLANT,SUPER_POWER
girafarig,Girafarig,79.4,130.3,101.5,130,1721,CONFUSION,PSYCHIC_FANGS,TRAILBLAZE
gurdurr,Gurdurr,79.4,125.3,100.1,143,1795,LOW_KICK,BRICK_BREAK,STONE_EDGE
magneton_shadow,Magneton (Shadow),79.4,143.4,114.6,95,1563,THUNDER_SHOCK,DISCHARGE,MAGNET_BOMB
raticate_alolan,Raticate (Alolan),79.4,107,130.1,150,2091,QUICK_ATTACK,CRUNCH,RETURN
gengar_shadow,Gengar (Shadow),79.3,154.3,95.4,98,1444,SHADOW_CLAW,SHADOW_PUNCH,SHADOW_BALL
machop_shadow,Machop (Shadow),79.3,127.7,81.5,157,1634,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK
magnemite,Magnemite,79.3,147.8,113.6,90,1512,VOLT_SWITCH,DISCHARGE,MAGNET_BOMB
sceptile,Sceptile,79.3,135.6,109.3,111,1646,FURY_CUTTER,LEAF_BLADE,BREAKING_SWIPE
tropius,Tropius,79.3,101.4,128,170,2208,AIR_SLASH,LEAF_BLADE,BRUTAL_SWING
tyranitar_shadow,Tyranitar (Shadow),79.3,129.7,111.4,120,1734,DRAGON_BREATH,BRUTAL_SWING,STONE_EDGE
victini,Victini,79.3,120.4,119.3,129,1855,CONFUSION,V_CREATE,PSYSHOCK
furfrou,Furfrou,79.2,115.5,125.1,134,1938,SUCKER_PUNCH,SURF,GRASS_KNOT
latios_shadow,Latios (Shadow),79.2,140.4,112.9,99,1571,DRAGON_BREATH,AURA_SPHERE,LUSTER_PURGE
aron_shadow,Aron (Shadow),79.1,114.2,131,127,1903,METAL_SOUND,ROCK_TOMB,BODY_SLAM
crawdaunt_shadow,Crawdaunt (Shadow),79.1,144.7,98.3,109,1552,WATERFALL,NIGHT_SLASH,SCALD
farfetchd,Farfetch'd,79.1,116.8,109.2,131,1671,FURY_CUTTER,LEAF_BLADE,AERIAL_ACE
timburr,Timburr,79.1,125.2,85.7,164,1760,LOW_KICK,BRICK_BREAK,ROCK_TOMB
centiskorch,Centiskorch,79,128.7,99.4,136,1740,EMBER,LUNGE,HEAT_WAVE
machoke,Machoke,79,126.7,97.3,143,1766,KARATE_CHOP,CROSS_CHOP,RETURN
scolipede,Scolipede,79,131.7,120.3,107,1698,POISON_STING,AQUA_TAIL,MEGAHORN
slowbro_galarian,Slowbro (Galarian),79,119.1,108.3,146,1885,CONFUSION,DRAIN_PUNCH,SLUDGE_BOMB
cofagrigus_shadow,Cofagrigus (Shadow),78.9,111.7,165.3,109,2013,SHADOW_CLAW,SHADOW_BALL,DARK_PULSE
giratina_origin,Giratina (Origin),78.9,120,101.4,154,1875,DRAGON_TAIL,OMINOUS_WIND,SHADOW_BALL
suicune,Suicune,78.9,106.2,143,137,2083,ICE_FANG,BUBBLE_BEAM,SCALD
electivire,Electivire,78.8,143.3,100.8,108,1562,THUNDER_SHOCK,ICE_PUNCH,WILD_CHARGE
frillish,Frillish,78.8,109.2,125.2,135,1846,HEX,NIGHT_SHADE,ICE_BEAM
leavanny,Leavanny,78.8,129.4,110.2,121,1727,SHADOW_CLAW,LEAF_BLADE,X_SCISSOR
shiinotic,Shiinotic,78.8,116.5,134.2,123,1925,ASTONISH,SEED_BOMB,MOONBLAST
skuntank_shadow,Skuntank (Shadow),78.8,121.7,95.1,158,1831,POISON_JAB,CRUNCH,TRAILBLAZE
vikavolt,Vikavolt,78.8,144.1,96.6,111,1547,VOLT_SWITCH,X_SCISSOR,FLY
avalugg_hisuian,Avalugg (Hisuian),78.7,116.4,135.1,122,1921,POWDER_SNOW,ROCK_SLIDE,ICY_WIND
blacephalon,Blacephalon,78.7,173.6,88.4,84,1290,INCINERATE,MIND_BLOWN,SHADOW_BALL
excadrill,Excadrill,78.7,142.6,78.7,140,1573,MUD_SHOT,DRILL_RUN,ROCK_SLIDE
sirfetchd,Sirfetch'd,78.7,144.7,108,99,1548,FURY_CUTTER,LEAF_BLADE,CLOSE_COMBAT
vaporeon,Vaporeon,78.7,118.4,96.9,165,1894,WATER_GUN,AQUA_TAIL,LAST_RESORT
vigoroth,Vigoroth,78.7,116.2,114.1,145,1923,COUNTER,BODY_SLAM,ROCK_SLIDE
wailord_shadow,Wailord (Shadow),78.7,118.3,67.4,237,1892,ROLLOUT,SURF,HYPER_BEAM
dhelmise,Dhelmise,78.6,139.7,109.3,105,1605,SHADOW_CLAW,POWER_WHIP,BRUTAL_SWING
ferrothorn_shadow,Ferrothorn (Shadow),78.6,107.1,152.7,128,2094,BULLET_SEED,POWER_WHIP,THUNDER
galvantula,Galvantula,78.6,138.2,96.4,122,1627,VOLT_SWITCH,DISCHARGE,LUNGE
garchomp_shadow,Garchomp (Shadow),78.6,132.4,101.4,126,1694,DRAGON_TAIL,TWISTER,SAND_TOMB
meowscarada,Meowscarada,78.6,140.3,99.1,115,1600,LEAFAGE,FRENZY_PLANT,NIGHT_SLASH
tauros_aqua,Tauros (Aqua),78.6,127.8,120.6,114,1759,DOUBLE_KICK,AQUA_JET,TRAILBLAZE
torterra,Torterra,78.6,119.9,117,133,1867,MUD_SLAP,FRENZY_PLANT,SAND_TOMB
donphan,Donphan,78.5,125.2,113.1,126,1786,MUD_SLAP,BODY_SLAM,TRAILBLAZE
golem_alolan_shadow,Golem (Alolan) (Shadow),78.5,125.1,122.2,117,1791,VOLT_SWITCH,WILD_CHARGE,ROCK_BLAST
lileep_shadow,Lileep (Shadow),78.5,100.8,138.6,151,2111,ACID,GRASS_KNOT,ANCIENT_POWER
vigoroth_shadow,Vigoroth (Shadow),78.5,116.2,114.1,145,1923,COUNTER,BODY_SLAM,ROCK_SLIDE
beedrill_shadow,Beedrill (Shadow),78.4,127.1,106.5,130,1760,POISON_STING,X_SCISSOR,DRILL_RUN
charizard,Charizard,78.4,132.7,108.8,117,1691,EMBER,BLAST_BURN,AIR_CUTTER
kecleon,Kecleon,78.4,115.5,142.2,118,1940,SUCKER_PUNCH,FOUL_PLAY,THUNDER
obstagoon_shadow,Obstagoon (Shadow),78.4,113.2,127.9,137,1985,COUNTER,CROSS_CHOP,NIGHT_SLASH
pumpkaboo_large,Pumpkaboo (Large),78.4,113.4,115.1,133,1737,ASTONISH,GRASS_KNOT,FOUL_PLAY
beedrill,Beedrill,78.3,127.1,106.5,130,1760,POISON_STING,X_SCISSOR,DRILL_RUN
incineroar,Incineroar,78.3,125.2,109.1,131,1791,FIRE_FANG,BRUTAL_SWING,BLAST_BURN
salamence,Salamence,78.3,143.4,93,117,1562,DRAGON_TAIL,FLY,BRUTAL_SWING
thundurus_incarnate,Thundurus (Incarnate),78.3,148.1,95.5,107,1514,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK
chesnaught_shadow,Chesnaught (Shadow),78.2,119.3,126.9,124,1879,LOW_KICK,FRENZY_PLANT,SUPER_POWER
salazzle,Salazzle,78.2,147,91.2,114,1529,INCINERATE,POISON_FANG,DRAGON_PULSE
toxtricity,Toxtricity,78.2,141.2,95.3,118,1590,ACID,WILD_CHARGE,POWER_UP_PUNCH
xatu_shadow,Xatu (Shadow),78.2,132.2,107.9,119,1698,PECK,PSYSHOCK,AERIAL_ACE
druddigon,Druddigon,78.1,131.2,111.2,117,1709,DRAGON_TAIL,NIGHT_SLASH,ROCK_TOMB
grimer,Grimer,78.1,121,88.2,172,1836,POISON_JAB,SLUDGE,MUD_BOMB
grimer_alolan,Grimer (Alolan),78.1,122.7,86.8,171,1824,POISON_JAB,CRUNCH,SLUDGE_BOMB
servine,Servine,78,105.8,140.3,142,2110,VINE_WHIP,GRASS_KNOT,WRAP
timburr_shadow,Timburr (Shadow),78,125.2,85.7,164,1760,LOW_KICK,BRICK_BREAK,ROCK_TOMB
camerupt,Camerupt,77.9,133.5,100.5,125,1678,INCINERATE,SCORCHING_SANDS,ROCK_TOMB
glalie_shadow,Glalie (Shadow),77.9,115.2,120.7,140,1948,ROLLOUT,AVALANCHE,SHADOW_BALL
machop,Machop,77.9,127.7,81.5,157,1634,KARATE_CHOP,CROSS_CHOP,BRICK_BREAK
mamoswine,Mamoswine,77.9,136.2,87.3,138,1642,POWDER_SNOW,ICICLE_SPEAR,STONE_EDGE
scyther_shadow,Scyther (Shadow),77.9,134.8,109.4,113,1668,FURY_CUTTER,X_SCISSOR,NIGHT_SLASH
lopunny,Lopunny,77.8,112,143.6,124,1996,LOW_KICK,TRIPLE_AXEL,FOCUS_BLAST
dipplin,Dipplin,77.7,114.6,128.8,132,1950,DRAGON_TAIL,SEED_BOMB,OUTRAGE
graveler_alolan,Graveler (Alolan),77.7,121.4,130.9,116,1845,VOLT_SWITCH,STONE_EDGE,ROCK_BLAST
magmar_shadow,Magmar (Shadow),77.7,135.1,107.6,114,1659,KARATE_CHOP,FIRE_PUNCH,SCORCHING_SANDS
muk,Muk,77.7,115.8,111.7,148,1916,POISON_JAB,THUNDER_PUNCH,DARK_PULSE
obstagoon,Obstagoon,77.7,113.2,127.9,137,1985,COUNTER,NIGHT_SLASH,CROSS_CHOP
roserade,Roserade,77.7,141.9,114.3,97,1574,POISON_STING,WEATHER_BALL_FIRE,LEAF_STORM
camerupt_shadow,Camerupt (Shadow),77.6,133.5,100.5,125,1678,INCINERATE,ROCK_TOMB,SCORCHING_SANDS
excadrill_shadow,Excadrill (Shadow),77.6,142.6,78.7,140,1573,MUD_SHOT,DRILL_RUN,ROCK_SLIDE
bibarel_shadow,Bibarel (Shadow),77.5,122.9,99.2,149,1819,ROLLOUT,SURF,HYPER_FANG
braixen_shadow,Braixen (Shadow),77.5,130.5,106.9,123,1718,EMBER,PSYSHOCK,FLAME_CHARGE
gholdengo,Gholdengo,77.5,134.6,107.8,114,1655,HEX,SHADOW_BALL,POWER_GEM
golett_shadow,Golett (Shadow),77.5,119.3,89.9,141,1513,ASTONISH,SHADOW_PUNCH,BRICK_BREAK
bibarel,Bibarel,77.4,122.9,99.2,149,1819,ROLLOUT,SURF,HYPER_FANG
haunter,Haunter,77.4,161.1,85.5,101,1392,SHADOW_CLAW,SHADOW_PUNCH,ICE_PUNCH
vibrava_shadow,Vibrava (Shadow),77.4,125.2,95.7,127,1523,DRAGON_BREATH,SAND_TOMB,BUG_BUZZ
alomomola,Alomomola,77.3,97.4,99.4,238,2306,WATERFALL,HYDRO_PUMP,BLIZZARD
gengar,Gengar,77.3,154.3,95.4,98,1444,SHADOW_CLAW,SHADOW_PUNCH,SHADOW_BALL
graveler_alolan_shadow,Graveler (Alolan) (Shadow),77.3,122.6,129.8,115,1831,VOLT_SWITCH,STONE_EDGE,ROCK_BLAST
passimian,Passimian,77.3,128.6,99.1,136,1735,COUNTER,BRUTAL_SWING,SUPER_POWER
